Código,Título,Publicação,Caderno,Página,Tamanho,Assunto,Resumo,Tipologia,Tipologia_Editorial,Política_Externa,G_x_N,Norte__Sul,Sul__Sul,Negociações,Atitude,Univers_x_Reg,Estados_Unidos,China,Argentina,Venezuela,Bolivia,Cuba,União_Européia,Índia,Irã,Palestina,Rússia,África_do_Sul,África,Ásia,Oriente_Médio,África_Portuguesa,Protagonismo,OMC,ONU,G20,FMI,Banco_Mundial,OEA,IBAS,BRICS,BASIC,Mercosul,Unasul,CELAC,Reformas,Controle_do_Comércio_de_Armas,Natureza_da_Negociação,Regime_de_Mudança_Climática,Desenvolvimento_Sustentável,TNP,Negociações_com_o_Irã,Ministério,Ministro,Presidencial
OG 15.09.03 (1),Itamaraty e Venezuela,Opinião,Primeiro,17,2776,Crise na Venezuela,"O senador relembra o monitoramento brasileiro do referendo de 2004 na VEN e o compara a falta de capital político de Dilma para enganjar-se no assunto. Mesmo assim, o Itamaraty não pode ficar de mãos atadas, o BR pode ajudar no diálogo entre as",1,2,0,9,9,2,2,9,9,9,9,9,2,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,0,9,9,9,9,9,0,9,9,9,9,9,9,9,9,1,0,0
OG 15.09.30 (1),Quem protegerá Leopoldo López?,Opinião,Primeiro,16,4322,Crise na Venezuela,"É de se lamentar que o BR, pelo peso regional que possui, não tenha expressado preocupação pela violação dos DHs na VEN e pela detenção de Lopéz.",1,2,2,9,9,2,9,9,9,9,9,9,2,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
OG 15.12.02 (1),Dilma recua diante da Venezuela,Opinião,Primeiro,20,2849,Crise na Venezuela,A presidente negou apoio à aplicação da ‘cláusula democrática’ do Mercosul contra Maduro e acabou por incentivar o autoritarismo do regime bolivariano.,1,1,2,9,9,2,9,9,9,9,9,9,2,9,9,9,9,9,9,9,9,9,9,9,9,0,9,9,9,9,9,9,9,9,9,0,0,9,9,9,9,9,9,9,9,9,9,2
OG 15.12.06 (1),‘O governo muda ou mudamos de governo’  - Entrevista com Henrique Capriles,Mundo,Primeiro,42,4983,Crise na Venezuela,"Ex-candidato presidencial, Capriles disse que lamenta a indiferença do governo brasileiro diante dos fatos ocorridos na VEN e argumenta que se o BR e a presidente tivessem cumprido com seus papéis, VEN e Dilma estariam em melhores posições.",1,2,2,9,9,1,1,1,9,9,9,9,0,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0
OG 15.12.08 (1),Luta pela democracia ganha alento na Venezuela,Opinião,Primeiro,16,2914,Crise na Venezuela,A vitória da oposição na VEN coloca à prova a diplomacia brasileira que fechou os olhos para as violações de Maduro com o argumento da não ingerência. O Itamaraty deve voltar à coerência da tradição da diplomacia brasileira caso haja manobra au,1,1,2,9,9,2,1,9,9,9,9,9,0,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9
VLR 15-10-19 (1),Observadores questionáveis na Venezuela,VLR,A,6,5151,Crise na Venezuela,Desconfiança sobre monitoramento das eleições venezuelanas pela UNASUL e dever dos países da região,3,2,2,1,9,9,9,1,1,9,9,9,0,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,0,9,9,9,9,2,9,9,9,9,9,9,9,9,9,9,9
VLR 15-10-22 (1),Maduro desconfia até do Brasil como observador eleitoral,VLR,A,5,4236,Crise na Venezuela,Veto do governo Venezuelano para monitoramento das eleições por Nelson Jobim vai contra a democracia,3,1,0,1,9,9,1,1,1,9,9,9,2,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,0,9,9,9,0,2,9,9,9,9,9,9,9,9,9,9,2
VLR 15-10-26 (1),Venezuela continua a desafiar a política externa brasileira,VLR,A,5,4093,Crise na Venezuela,Brasil deve posicionar-se pela defesa da democracia na Venezuela,3,1,2,1,9,9,9,1,2,9,9,9,2,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,0,9,9,9,9,0,9,9,9,9,9,9,9,9,0,9,2
FSP 15.04.08 (2),FHC é sombrio e viola a soberania do Estado Venezuelano,Mundo,Primeiro Caderno,9,5025,Crise na Venezuela,Saab critica nomeação de FHC como defensor de presos políticos por considerá-lo sombrio e violador de direitos humanos no Brasil por sua política neoliberal. Diz que a atuação do ex-presidente viola a soberania da Venezuela afinal não possui au,4,2,2,2,9,9,9,9,2,9,9,9,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
ESP 15-05-25 (1),Brasileiros de adaptam bem às missões de ajuda humanitária,ESP,A,6,2650,Cruz Vermelha,Apoio ao ingresso de brasileiros a missões de ajuda humanitária,2,2,1,1,9,9,9,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
OG 15.08.25 (2),Segurança cibernética,Opinião,Primeiro,17,2951,Defesa Cibernética,"Os EUA estão desenvolvendo sistemas de defesa e de ataque cibernético. É preocupante a militarização do espaço cibernético, o qual o BR está vunerável e defasado.",1,2,0,9,0,9,9,9,9,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
ESP 15-06-21 (2),A responsabilidade direta de Dilma,ESP,A,3,4381,Diplomacia Presidencial,"Relações com Cuba, Venezuela e Irã",2,1,2,1,9,9,9,9,1,9,9,9,2,9,2,9,9,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0,9,9,2
VLR 15-06-12 (2),"Com Dilma, diplomacia perde status",VLR,B,4,4029,Diplomacia Presidencial,Atuação do Itamaraty e da presidente Dilma no cenário internacional,3,2,0,1,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,0,9,9,9,9,9,9,9,1,1,9
FSP 15.01.04 (1),O mundo de Dilma é pequeno,Mundo,Primeiro Caderno,11,2947,Direitos Humanos,"Rossi comenta o discurso de Dilma e afirma que a política externa continuará fora das prioridades.  Afirma que decisões do governo que eram boas no passado são erradas, como a aposta no Mercosul e nos Brics; e que o Brasil não pode ficar em cim",4,2,2,9,1,2,9,9,1,9,0,2,2,9,9,9,2,9,9,2,2,9,9,9,9,1,9,9,9,9,9,9,9,2,9,2,9,9,9,9,9,9,9,9,9,9,9,2
FSP 15.01.21 (1),Pena de vida,Opinião,Primeiro Caderno,2,1833,Direitos Humanos,Castro comenta sobre a indignação de Dilma frente ao fuzilamento do brasileiro na Indonésia e critica que a presidenta não tenha se comovido com a morte de prisioneiros do Estado Islâmico.,4,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
FSP 15.02.20 (2),Dilma tem chance de mudar política externa,Mundo,Primeiro Caderno,16,4220,Direitos Humanos,"As autoras descrevem um Brasil do futuro com grandes sucessos determinados por ações no presente, tais como estabelecimento de diretrizes concretas para a ação internacional, recebimento de presos de Guantánamo e maior participação em foros com",4,2,2,2,1,1,3,1,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,1,9,9,9,1,9,9,9,9,9,9,1,1,9,9,9,9,9,2,9,2
FSP 15.12.08 (1),"Receber refugiados é saudável para a economia, diz comissário de Direitos Humanos da ONU",Mundo,Primeiro Caderno,14,6491,Direitos Humanos,"Autoridades brasileiras: violações de direitos humanos em prisões, não houve negação, condições críticas. Uso excessivo da força policial. Rompimento de barragens: obrigações do setor privado. População dirá se os direitos humanos estão sendo r",4,2,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
ESP 15-07-18 (1),Pedaladas no Itamaraty,ESP,A,3,4230,Dividas brasileiras em Organismos Internacionais,Dividas do Brasil em organismos internacionais,2,1,2,1,9,9,2,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,0,9,9,9,9,9,9,9,0,9,9,9,9,9,9,9,9,9,9,9,2
FSP 15.10.06 (1),O Brasil na bolha do Jeca,Mercado,Primeiro Caderno,16,3274,Economia Internacional,"Parceria Transpacífico ressalta como Brasil está absorto. Brasil tem comércio significativo com países que assinaram o acordo. Risco:influenciar decisões de investimentos, mercado brasileiro não contrabalanceia isolamento comercial. Atraso e al",4,2,2,1,9,9,2,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9
FSP 15.10.15 (1),"""Preocupação Sistêmica""",Opinião,Primeiro Caderno,2,2637,Economia Internacional,"Com anúncio do TPP Ministro das Relações exteriores tem ""preocupação sistêmica"". Golpe contra a estratégia brasileira de abertura comercial lenta e parcial, quem paga é a população. Retomada de liderança em negociações via abertura deve ser obj",4,2,2,1,9,9,2,1,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,2,9,9
FSP 15.10.17 (1),Brasil e as Cadeias globais,Mercado,Primeiro Caderno,32,3244,Economia Internacional,"EU e Asean: redução de custos por internacionalização de cadeias de valor de suas empresas. Brasil: integração das empresas na cadeia global é medíocre. Altas tarifas, instituições instáveis isolam o país. Países que mais se desenvolveram abrir",4,2,2,1,9,9,9,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9
FSP 15.10.21 (1),Diplomacia fora do eixo,Tendências e Debates,Primeiro Caderno,3,3595,Economia Internacional,"Degaut, doutor em segurança: diplomacia comercial do BR parece não perceber as transformações do sistema de comércio internacional, BR se afasta das principais cadeias globais, e fica fora de projetos globais (TTP, Aliança Pacífico), Mercosul n",4,2,2,1,9,2,2,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,9,9,9,9,1,9,9,9,9,9,9,9
FSP 15.11.12 (1),Fracassa o 'Super PAC' global,Mundo,Primeiro Caderno,15,3154,Economia Internacional,"Rossi diz que cúpula do G-20 2015 será de acomodação ao crescimento medíocre da economia mundial. Fracasso do “super PAC global” . Ministério da Fazenda se alinhava ao “desenvolvimentismo” dos EUA em contraponto à austeridade, Levy preso à aust",4,2,2,1,2,9,2,9,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0,9,9,2,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9
FSP 15.12.21 (1),"Rodada Doha é, no modelo atual, um sonho de uma noite de verão",Mercado,Primeiro Caderno,21,1797,Economia Internacional,"10ª Reunião da OMC: confirmou crise na organização. Paralisia negociadora no nível multilateral. Brasil demorou mas aceitou essa realidade com o Plano Nacional de Exportações, apostar numa agenda ambiciosa de acordos bilaterais de comércio e in",4,2,0,1,1,1,2,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9
OG 15.09.27 (1),Erros na diplomacia limitam exportações na crise,Opinião,Primeiro,18,2885,Economia Internacional,"O superávit do comércio exterior se deu pela queda das importações e não pelo vigor das exportações. A dependência com a instável China tornou o país vulnerável. Como agravamento, o lulopetismo amarrou o BR ao Mercosul em crise e a aliados prot",1,1,2,1,9,2,2,9,1,9,2,2,2,2,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,2,9,9,9,9,1,9,9,9,9,9,9,2
OG 15.12.30 (2),Ajuste externo,Economia,Primeiro,22,4192,Economia Internacional,"O país precisa também se integrar às cadeias globais de suprimento, importar e exportar mais, abrir mais a economia e fazer novos acordos comerciais. Mas o governo preferiu apostar nas barreiras comercias e acordo multilateral  da OMC.",1,2,2,1,9,9,3,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,2,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9
ESP 15-05-15 (1),Mais mercados para a indústria crescer,ESP,B,2,4109,Economia Internacional,Atuação brasileira no comércio internacional,2,2,2,1,1,9,1,1,1,1,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9
ESP 15-05-17 (1),Multilateralismo e a presidência na OMC,ESP,A,2,6183,Economia Internacional,Comércio internacional e OMC,2,2,0,1,9,9,1,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,1,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9
ESP 15-05-17 (3),"Brasil, destaque no pessimismo",ESP,A,3,4239,Economia Internacional,Posição do Brasil na economia internacional,2,2,2,1,9,9,1,9,1,9,9,9,2,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
ESP 15-08-04 (1),O peso do Brasil e Venezuela,ESP,A,3,3830,Economia Internacional,Impacto da economia brasileira na América,2,1,2,1,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
ESP 15-08-11 (1),Conferência de Londres,ESP,A,2,5752,Economia Internacional,Participação do Brasil em conferencia sobre economia,2,2,2,1,1,9,3,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
ESP 15-06-06 (1),O Brasil de passo errado,ESP,A,3,3844,Economia Internacional,Economia do Brasil e a economia internacional,2,1,2,1,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
FSP 15.06.24 (1),Mais Brasil no Mundo,Tendências e debates,Primeiro Caderno,3,4085,Economia Internacional,"Mercado Internacional como oportunidade, exportações no centro da agenda para retomada de crescimento. Necessária inserção do Brasil nos fluxos de comércio, iniciativas de acordos e desburocratização de processos administrativos.",4,2,2,1,1,1,9,1,1,1,9,9,9,9,9,1,9,9,9,9,9,9,9,9,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9
VLR 15-06-01 (1),Financiar investimento exige mais que dinheiro,VLR,A,2,6015,Economia Internacional,Posição do Brasil nos investimentos na América do Sul,3,2,2,1,9,1,2,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9
ESP 15-05-28 (2),Slow track,ESP,A,2,6016,Economia Internacional,Atuação do Brasil em negociações comerciais de caráter bilateral e multilateral (perspectivas),2,2,1,1,9,9,3,1,1,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,1,0,9,9,9,9,9,9,9,9,0,9,9,9,9,1,9,9,9,9,9,9,9
ESP 15-05-12 (2),Mediocridade automotiva,ESP,A,2,4112,Economia Internacional,"Crítica à ""dependencia"" brasileira das decisões comerciais da Argentina",2,1,2,1,9,2,2,1,1,1,0,2,9,9,9,1,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,2,9,9,9,9,1,9,9,9,9,9,9,9
ESP 15-06-19 (1),"Transparência, abra as asas sobre nós",ESP,A,2,5740,Economia Internacional,Investimentos brasileiros em Cuba,2,2,2,9,9,9,9,9,9,9,9,9,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2
FSP 15.05.22 (3),Sem mais delongas,Mercado,Mercado,18,3434,Economia Internacional,Passos afirma que tratados como o Transpacífico talvez sejam o melhor caminha para o comércio entre nações e crescimento e que o Brasil está à margem desse processo. Diz que o país deveria reavaliar seus laços com o Mercosul e as negociações co,4,2,2,1,1,1,2,1,1,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,2,9,9,9,9,1,9,9,9,9,0,9,9
FSP 15.06.11 (2),Perigos do espaço exterior,Mercado,Primeiro Caderno,13,3133,Economia Internacional,Freire diz que calma no exterior mascara ameaças financeiras e econômica internacionais ao Brasil. Afirma que há menos dinheiro disponível para investimento em países emergentes e isso é um grande problema para o Brasil,4,2,2,1,9,1,9,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,0,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9
FSP 15.06.13 (1),Diplomacia Econômica,Opinião,Primeiro Caderno,2,2449,Economia Internacional,Editorial afirma que faz falta ao Brasil maior intercÂmbio comercial com nações desenvolvidas. Afirma que é crucial para o crescimento do país sinalizar às nações ricas que estamos dispostos a abrir portos e interesses.,4,1,2,1,1,2,2,1,1,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,2,9,9,9,9,1,9,9,9,9,9,0,9
ESP 15-05-16 (1),O Brasil no ranking da OCDE,ESP,A,3,4015,Educação,Ranking educação no mundo e Brasil,2,1,2,1,9,9,1,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
ESP 15-03-15 (2),Campeão de vulnerabilidade,ESP,A,3,3975,Estagnação Política e Econômica do Brasil,"",2,1,2,1,9,9,1,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2
FSP 15.02.13 (1),A nova década perdida,Mundo,Primeiro Caderno,14,3139,Estagnação Política e Econômica do Brasil,"Troyjo afirma que esta é mais uma década perdida para o Brasil. O crescimento econômico é baixo e a diplomacia é desorientada. O Brasil perde chances e recursos em fóruns multilaterais, na América Latina (parceria entre China e Argentina) e na",4,2,2,1,9,2,9,9,1,1,1,9,9,9,9,9,9,9,9,9,9,2,9,9,9,1,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,9,9
FSP 15.03.06 (1),Brasil-náusea,Mundo,Primeiro Caderno,9,3094,Estagnação Política e Econômica do Brasil,"Troyjo afirma que vivemos hoje uma ""Brasil-náusea"", quer dizer, somos um barco sem rumo (manobras necessárias não são feitas) nas águas revoltosas do mundo (desvalorização de commodities). O modelo do Brasil de capitalismo de Estado é o problem",4,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0,9,2
FSP 15.04.16 (1),O Brasil e seus tristes números,Mundo,Primeiro Caderno,13,3087,Estagnação Política e Econômica do Brasil,Rossi critica os indicadores econômicos internacionais do Brasil por serem tão ruins. Afirma que pesquisas apontam para uma piora desses indicadores no futuro. Conclui que o Brasil é prisioneiro do curto prazo e que falta um projeto de país.,4,2,2,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0,9,9,9,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2
FSP 15.04.19 (3),"O mundo não te espera, Brasil",Mundo,Primeiro Caderno,17,3078,Estagnação Política e Econômica do Brasil,Rossi afirma que a Parceria Trasnpacífico facilitada pelo senado dos EUA prejudicará a integração pretendida pelo Brasil com a América Latina. Diz que o país não pode ficar isolado na cena internacional e que um acordo comercial com EUA é a mel,4,2,2,1,1,2,2,1,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,0,9,9,9,9,9,2,9,9,9,9,1,9,9,9,9,2,0,2
ESP 15-09-05 (1),A crise de Dilma vai à Turquia,ESP,A,3,3843,G20,Crise interna prejudica imagem internacional do país,2,1,2,1,9,9,3,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0,9,9,0,9,9,9,9,9,9,9,9,9,0,9,1,9,9,9,9,9,9,9
FSP 15.01.13 (2),Soberania Digital,Mercado,Mercado,7,3024,Governança na Internet,Lemos afirma que Brasil deve promover soberania digital pautada em medidas de infraestrutura e política. Afirma que se espera do Brasil avanços como ator na governança da Internet global e que o país deve mobilizar universidades e promover marc,4,2,0,1,9,9,9,2,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
FSP 15.02.05 (1),No quintal do Kremlin,Opinião,Primeiro Caderno,4,2367,Guerra Civil Ucraniana,"Editorial afirma que diante dos recentes acontecimentos, dentro os quais a morte de 224 civis, o Brasil deveria manifestar sua preocupação com o acúmulo de violações cometidas pela Rússia",4,1,0,1,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,2,9,9,9,9,9,0,9,9,9,9,9,9,9,0,9,9,9,9,9,9,9,9,9,9,9,0,9,0
OG 15.08.25 (1),Brasil deve atuar por solução na Síria,Opinião,Primeiro,17,4223,Guerra na Síria,"O mundo não pode mais arcar com os custos da omissão em relação à Síria. O BR tem reconhecido a importância de oferecer proteção aos refugiados. Mesmo não sendo membro do CSNU, deve fazer uso de suas habilidades diplomáticas e tornar-se mais at",1,2,1,1,9,9,3,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0,9,1,9,1,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9
OG 15.09.12 (1),Crise síria: e o Brasil com isso?,Mundo,Primeiro,32,4388,Guerra na Síria,"Para ser relevante no cenário global, o Brasil não pode se furtar do envolvimento nessa crise. É preciso encontrar solução política e o Brasil pode ser um interlocutor entre potências.",1,2,2,1,1,9,3,1,1,0,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,1,9,1,9,9,9,9,9,1,9,9,9,9,1,9,9,9,9,9,9,0,9,2
ESP 15-05-23 (2),Os petistas e os haitianos,ESP,A,3,4087,Imigração,"Atuação dos governos de São Paulo, Acre e do governo federal sobre os haitianos que ingressam ao Brasil",2,1,2,1,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
FSP 15.05.22 (1),O Haiti é aqui,Opinião,Primeiro Caderno,2,2557,Imigração,Marta Suplicy critica omissão do governo diante da crescente e problemática imigração haitiana para o Brasil. Diz que municípios não dão conta de dar apoio necessário a esses imigrantes e que nem mesmo a União resolverá o problema sem ajuda da,4,2,2,1,9,1,3,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,1,9,9,9,1,9,9,9,9,9,9,0,9,9,9,9,9,9,0,9,2
FSP 15.05.23 (2),Jogo de empurra,Opinião,Primeiro Caderno,2,2278,Imigração,"Editorial afirma que imigração haitiana não é um fenômeno novo e que acordos para estruturá-las melhor já foram feitos, mas tem gerados poucos efeitos. Critica inação do poder público e defende que imigrantes são mão-de-obra necessária ao desen",4,1,2,9,9,9,1,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,9,9
FSP 15.05.23 (3),Dor de cabeça do Brasil ainda nem começou,Mercado 2,Mercado 2,4,7630,Imigração,"Em entrevista, Ricupero afirma que investimentos chineses são o estímulo que o Brasil precisa para crescer. Afirma que o futuro do Mercosul ainda dará muita dor de cabeça e que o Brasil deve incentivar a vinda de imigrantes como os haitiianos p",4,2,2,1,9,1,2,1,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0,9,9,9,9,1,9,9,9,9,9,9,9
ESP 15-03-04 (2),Saudade do Itamaraty prudente,ESP,B,2,3735,Itamaraty,"",2,2,2,1,1,2,1,1,1,1,9,2,9,9,9,9,9,9,9,9,9,9,9,9,9,1,1,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,1,9,2
ESP 15-05-27 (1),Decisão a comemorar,ESP,B,2,3806,Itamaraty,Rejeição de embaixador brasileiro para representar o país na OMC é vista como fracasso da diplomacia presidencial,2,2,2,1,9,9,9,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2
ESP 15-06-02 (1),A lei de imprensa no Equador,ESP,A,3,4199,Itamaraty,Posição brasileira sobre lei de imprensa no Equador,2,1,2,1,9,9,3,1,1,9,9,9,2,2,2,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
ESP 15-06-21 (1),Horácio Lafer (1900-65): sua atualidade,ESP,A,2,6183,Itamaraty,Carreira de Horácio Lafer na politica externa do Brasil,2,2,0,1,9,9,3,1,1,9,9,0,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9
FSP 15.01.06 (2),Nova lua de mel Brasil/EUA,Mundo,Primeiro Caderno,10,2944,Itamaraty,"Rossi afirma que encontro Dilma/Biden esboça os contornos de um relacionamento renovado
e em patamar mais elevado entre Brasil e EUA. Cita áreas que ambos governantes consideram estratégicas como inovação, comércio e defesa.",4,2,1,1,1,9,1,1,1,1,0,9,9,9,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,0
FSP 15.01.21 (2),Diplomacia do Ajuste,Mundo,Primeiro Caderno,11,2903,Itamaraty,"Spektor critica o corte gastos público feitos no improviso e sem a priorização de certas políticas externas. Fala sobre a necessidade de um processo de restauração da diplomacia, atualmente encolhida.",4,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0,0,2
FSP 15.01.24 (1),Penúria Diplomática,Opinião,Primeiro Caderno,2,2647,Itamaraty,"Editorial critica o descaso do governo federal com o Itamaraty, tendo como base a escassez de recursos nas embaixadas brasileiras e a estagnação na carreira de muitos diplomatas.",4,1,2,9,9,9,9,9,9,9,9,9,9,9,9,0,9,9,9,9,9,0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0,9,0
FSP 15.02.01 (1),Dias melhores virão?,Tendências e Debates,Primeiro Caderno,5,4405,Itamaraty,"Amorim se diz perplexo com a falta de recursos em algumas embaixadas brasileiras e diz que condições materiais são essenciais para que uma boa diplomacia seja desempenhada, de acordo com as diretrizes da política externa brasileira.",4,2,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,1,9
